HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_protein	MFC_MF11_protein	MFC_MF18_protein	MFC_MF22_protein	MFC_MF29_protein	MFC_MF30_protein	MFC_MF33_protein	MFC_MS42_protein	MHP_11_protein	MHP_168L_protein	MHP_168_protein	MHP_232_protein	MHP_7422_protein	MHP_7448_protein	MHP_98_protein	MHP_ES2L_protein	MHP_ES2_protein	MHP_F72C_protein	MHP_J_protein	MHP_LH_protein	MHP_MHP650_protein	MHP_MHP653_protein	MHP_MHP679_protein	MHP_MHP682_protein	MHP_MHP691_protein	MHP_MHP694_protein	MHP_MHP696_protein	MHP_MHP699_protein	MHP_MHP709_protein	MHP_NCTC10127_protein	MHP_REF_protein	MHP_TB1_protein	MHP_UFV01_protein	MHP_UFV02_protein
N3.HOG0000406	OG0000342	n0									WP_011205883.1	WP_011205883.1	WP_011205883.1	WP_011205883.1	WP_011205883.1	WP_011205883.1	WP_011205883.1	WP_011205883.1	WP_011205883.1	WP_011205883.1	WP_011205883.1	WP_011205883.1	WP_011205883.1	WP_011205883.1	WP_011205883.1	WP_011205883.1	WP_011205883.1	WP_011205883.1	WP_011205883.1	WP_011205883.1	WP_011205883.1	WP_011205883.1		WP_011205883.1	WP_011205883.1	WP_011205883.1
N3.HOG0000407	OG0000343	n0									WP_011205884.1	WP_014579546.1	WP_014579546.1	WP_011205884.1	WP_011289964.1	WP_011289964.1	WP_179695938.1	WP_179220992.1	WP_135618489.1	WP_146379464.1	WP_011283860.1	WP_233688610.1	WP_011289964.1	WP_160589983.1	WP_160589983.1	WP_135618489.1	WP_135618489.1	WP_160606527.1	WP_160588034.1	WP_160584769.1	WP_160588034.1	WP_011205884.1		WP_014579546.1	WP_011283860.1	WP_011283860.1
N3.HOG0000408	OG0000344	n0									WP_011205885.1	WP_014579547.1	WP_014579547.1	WP_011205885.1	WP_020835509.1	WP_020835509.1	WP_044284571.1	WP_044284571.1	WP_135618491.1	WP_044284571.1	WP_044284571.1	WP_044284571.1	WP_160600663.1	WP_044284571.1	WP_044284571.1	WP_160585544.1	WP_160585544.1	WP_044284571.1	WP_044284571.1	WP_044284571.1	WP_044284571.1	WP_011205885.1		WP_014579547.1	WP_044284571.1	WP_044284571.1
N3.HOG0000409	OG0000345	n0									WP_011205886.1	WP_014579548.1	WP_014579548.1	WP_011205886.1	WP_020835510.1	WP_044272285.1	WP_020835510.1	WP_160584767.1	WP_020835510.1	WP_146379465.1	WP_020835510.1	WP_020835510.1	WP_160600665.1	WP_160589986.1	WP_160589986.1	WP_160585543.1	WP_160607983.1	WP_160600665.1	WP_160588032.1	WP_160584767.1	WP_160588032.1	WP_011205886.1		WP_014579548.1	WP_014579548.1	WP_014579548.1
N3.HOG0000410	OG0000346	n0									WP_011205888.1	WP_014579550.1	WP_014579550.1	WP_011205888.1	WP_020835511.1	WP_020835511.1	WP_044284572.1	WP_014579550.1	WP_014579550.1	WP_014579550.1	WP_044284572.1	WP_044284572.1	WP_160600667.1	WP_014579550.1	WP_014579550.1	WP_014579550.1	WP_014579550.1	WP_160600667.1	WP_014579550.1	WP_014579550.1	WP_014579550.1	WP_011205888.1		WP_014579550.1	WP_044284572.1	WP_044284572.1
N3.HOG0000411	OG0000347	n0									WP_011205889.1	WP_011283865.1	WP_011283865.1	WP_011205889.1	WP_011205889.1	WP_011289968.1	WP_011283865.1	WP_011205889.1	WP_011205889.1	WP_011205889.1	WP_011283865.1	WP_011283865.1	WP_011205889.1	WP_011205889.1	WP_011205889.1	WP_011205889.1	WP_011205889.1	WP_011205889.1	WP_011205889.1	WP_011205889.1	WP_011205889.1	WP_011205889.1		WP_011283865.1	WP_011283865.1	WP_011283865.1
N3.HOG0000412	OG0000348	n0									WP_011205890.1	WP_044277952.1	WP_044277952.1	WP_011205890.1	WP_020835512.1	WP_044272682.1	WP_179695939.1	WP_179220993.1	WP_135618495.1	WP_020835512.1	WP_044284739.1	WP_233688611.1	WP_160600669.1	WP_020835512.1	WP_094521758.1	WP_044272682.1	WP_044272682.1	WP_044272682.1	WP_044272682.1	WP_044272682.1	WP_044272682.1	WP_011205890.1		WP_044277952.1	WP_233688611.1	WP_233688611.1
N3.HOG0000413	OG0000349	n0									WP_011205891.1	WP_014579552.1	WP_014579552.1	WP_011205891.1	WP_020835513.1	WP_044272289.1	WP_011205891.1	WP_135618497.1	WP_135618497.1	WP_146379467.1	WP_014579552.1	WP_233688612.1	WP_011205891.1	WP_160615529.1	WP_135618497.1	WP_160585542.1	WP_135618497.1	WP_020835513.1	WP_135618497.1	WP_135618497.1	WP_135618497.1	WP_011205891.1		WP_014579552.1	WP_233688612.1	WP_233688612.1
N3.HOG0000414	OG0000350	n0									WP_011205892.1	WP_014579553.1	WP_014579553.1	WP_011205892.1	WP_014579553.1	WP_014579553.1	WP_179695940.1	WP_014579553.1	WP_014579553.1	WP_044284573.1	WP_044284573.1	WP_160600671.1	WP_160600671.1	WP_014579553.1	WP_014579553.1	WP_014579553.1	WP_014579553.1	WP_014579553.1	WP_160588031.1	WP_160584765.1	WP_160588031.1	WP_011205892.1		WP_014579553.1	WP_243215941.1	WP_243215941.1
N3.HOG0000415	OG0000351	n0									WP_011205893.1	WP_014579554.1	WP_014579554.1	WP_011205893.1	WP_020835515.1	WP_011289972.1	WP_179695941.1	WP_020835515.1	WP_135618499.1	WP_146379468.1	WP_011283869.1	WP_160600673.1	WP_160600673.1	WP_020835515.1	WP_146379468.1	WP_160585541.1	WP_011205893.1	WP_160606525.1	WP_020835515.1	WP_020835515.1	WP_020835515.1	WP_011205893.1		WP_014579554.1	WP_243215942.1	WP_243235002.1
N3.HOG0000416	OG0000352	n0									WP_011205894.1	WP_014579555.1	WP_014579555.1	WP_011205894.1	WP_011289973.1	WP_011289973.1	WP_011289973.1	WP_011289973.1	WP_135618501.1	WP_011289973.1	WP_011283870.1	WP_233688613.1	WP_011289973.1	WP_011289973.1	WP_011289973.1	WP_160585540.1	WP_011289973.1	WP_011289973.1	WP_160588029.1	WP_011289973.1	WP_160588029.1	WP_011205894.1		WP_014579555.1	WP_011205894.1	WP_011205894.1
N3.HOG0000417	OG0000353	n0									WP_011283871.1	WP_011283871.1	WP_011283871.1	WP_011283871.1	WP_011289974.1	WP_011289974.1	WP_011289974.1	WP_011283871.1	WP_135618503.1	WP_011289974.1	WP_011283871.1	WP_011283871.1	WP_011283871.1	WP_011289974.1	WP_011289974.1	WP_011289974.1	WP_011289974.1	WP_011289974.1	WP_011289974.1	WP_011289974.1	WP_011289974.1	WP_011283871.1		WP_011283871.1	WP_011283871.1	WP_011283871.1
N3.HOG0000418	OG0000354	n0									WP_011205896.1	WP_187286314.1	WP_187286314.1	WP_011205896.1	WP_020835518.1	WP_020835518.1	WP_020835518.1	WP_179220994.1	WP_020835518.1	WP_020835518.1	WP_193325077.1	WP_233688614.1	WP_187286314.1	WP_020835518.1	WP_020835518.1	WP_020835518.1	WP_220200635.1	WP_220200685.1	WP_020835518.1	WP_020835518.1	WP_020835518.1	WP_011205896.1		WP_252862123.1	WP_193325077.1	WP_193325077.1
N3.HOG0000419	OG0000355	n0									WP_011205897.1	WP_044277955.1	WP_044277955.1	WP_011205897.1	WP_011289976.1	WP_011289976.1	WP_011289976.1	WP_179220995.1	WP_011289976.1	WP_146379469.1	WP_011283873.1	WP_233688615.1	WP_160600675.1	WP_011289976.1	WP_011205897.1	WP_011205897.1	WP_011205897.1	WP_146379469.1	WP_146379469.1	WP_011289976.1	WP_146379469.1	WP_011205897.1		WP_044277955.1	WP_011283873.1	WP_011283873.1
N3.HOG0000420	OG0000356	n0									WP_011205898.1	WP_014579560.1	WP_014579560.1	WP_011205898.1	WP_011289977.1	WP_011289977.1	WP_050195448.1	WP_160600677.1	WP_011289977.1	WP_011289977.1	WP_011283874.1	WP_050195448.1	WP_160600677.1	WP_011289977.1	WP_011289977.1	WP_160585539.1	WP_011289977.1	WP_011289977.1	WP_011289977.1	WP_011289977.1	WP_011289977.1	WP_011205898.1		WP_014579560.1	WP_011289977.1	WP_011289977.1
N3.HOG0000421	OG0000357	n0									WP_011205899.1	WP_011205899.1	WP_011205899.1	WP_011205899.1	WP_020835519.1	WP_020835519.1	WP_179695942.1	WP_179220996.1	WP_135618505.1	WP_135618505.1	WP_044284574.1	WP_135618505.1	WP_160600679.1	WP_135618505.1	WP_135618505.1	WP_160585538.1	WP_135618505.1	WP_135618505.1	WP_135618505.1	WP_135618505.1	WP_135618505.1	WP_011205899.1		WP_011205899.1	WP_243215943.1	WP_243215943.1
N3.HOG0000422	OG0000358	n0									WP_232039509.1	WP_014579562.1	WP_014579562.1	WP_232039509.1	WP_020835520.1	WP_228366122.1	WP_308705283.1	WP_240536633.1	WP_020835520.1	WP_225973009.1	WP_237697226.1	WP_233688617.1	WP_220200824.1	WP_220191250.1	WP_020835520.1	WP_041361723.1	WP_020835520.1	WP_258555282.1	WP_041361723.1	WP_020835520.1	WP_041361723.1	WP_232039509.1		WP_014579562.1	WP_243215945.1	WP_243215945.1
N3.HOG0000423	OG0000359	n0									WP_011205902.1	WP_014579563.1	WP_014579563.1	WP_011205902.1	WP_011289981.1	WP_011289981.1	WP_011289981.1	WP_179220998.1	WP_135618507.1	WP_146379470.1	WP_011283878.1	WP_233688618.1	WP_160600683.1	WP_011289981.1	WP_160584763.1	WP_160585537.1	WP_160607900.1	WP_160606523.1	WP_011289981.1	WP_160584763.1	WP_011289981.1	WP_011205902.1		WP_014579563.1	WP_243215947.1	WP_243215947.1
N3.HOG0000424	OG0000360	n0									WP_011205903.1	WP_011205903.1	WP_011205903.1	WP_011205903.1	WP_011289982.1	WP_011289982.1	WP_179695943.1	WP_011289982.1	WP_135618509.1	WP_146379471.1	WP_011283879.1	WP_011283879.1	WP_011283879.1	WP_146379471.1	WP_011289982.1	WP_011289982.1	WP_160607902.1	WP_094521550.1	WP_011289982.1	WP_011289982.1	WP_011289982.1	WP_011205903.1		WP_011205903.1	WP_243215948.1	WP_243215948.1
N3.HOG0000425	OG0000361	n0									WP_011205904.1	WP_044277956.1	WP_044277956.1	WP_011205904.1	WP_011289983.1	WP_011289983.1	WP_160584761.1	WP_179220999.1	WP_135618511.1	WP_146379472.1	WP_011205904.1	WP_233688619.1	WP_160600685.1	WP_160615525.1	WP_160589995.1	WP_160585536.1	WP_160607904.1	WP_160606521.1	WP_160588027.1	WP_160584761.1	WP_160588027.1	WP_011205904.1		WP_044277956.1	WP_160600685.1	WP_160600685.1
N3.HOG0000426	OG0000362	n0									WP_011205905.1	WP_016340180.1	WP_014579565.1	WP_011205905.1	WP_020835521.1	WP_044272293.1	WP_179695944.1	WP_179221000.1	WP_135618513.1	WP_146379473.1	WP_044284575.1	WP_233688620.1	WP_160600687.1	WP_160615523.1	WP_160589998.1	WP_160585535.1	WP_160607906.1	WP_160606519.1	WP_160588025.1	WP_160584760.1	WP_160588025.1	WP_011205905.1		WP_014579565.1	WP_243215950.1	WP_243215950.1
N3.HOG0000427	OG0000363	n0									WP_011205909.1	WP_014579569.1	WP_014579569.1	WP_011205909.1	WP_041361531.1	WP_041361531.1	WP_041361531.1	WP_135618519.1	WP_135618519.1	WP_135618519.1	WP_044284577.1	WP_014579569.1	WP_014579569.1	WP_135618519.1	WP_135618519.1	WP_135618519.1	WP_135618519.1	WP_041361531.1	WP_041361531.1	WP_135618519.1	WP_041361531.1	WP_011205909.1		WP_014579569.1	WP_135618519.1	WP_135618519.1
N3.HOG0000428	OG0000364	n0									WP_044284772.1	WP_011289987.1	WP_011289987.1	WP_044284772.1	WP_011289987.1	WP_011289987.1	WP_146379475.1	WP_179221002.1	WP_135618521.1	WP_146379475.1	WP_011283884.1	WP_011289987.1	WP_160600693.1	WP_160607908.1	WP_160584756.1	WP_160584756.1	WP_160607908.1	WP_160606513.1	WP_160584756.1	WP_160584756.1	WP_160584756.1	WP_044284772.1		WP_011289987.1	WP_243215957.1	WP_243215957.1
N3.HOG0000429	OG0000365	n0									WP_011205912.1	WP_011283885.1	WP_011283885.1	WP_011205912.1	WP_011283885.1	WP_011283885.1	WP_160585532.1	WP_011283885.1	WP_011283885.1	WP_011283885.1	WP_011283885.1	WP_011283885.1	WP_011283885.1	WP_011283885.1	WP_160590002.1	WP_160585532.1	WP_160585532.1	WP_160606511.1	WP_160585532.1	WP_160584754.1	WP_160585532.1	WP_011205912.1		WP_088764575.1	WP_011283885.1	WP_011283885.1
N3.HOG0000430	OG0000366	n0									WP_011205916.1	WP_011283887.1	WP_011283887.1	WP_011205916.1	WP_011283887.1	WP_011283887.1	WP_011283887.1	WP_011205916.1	WP_011283887.1	WP_011283887.1	WP_011283887.1	WP_011283887.1	WP_011205916.1	WP_011283887.1	WP_011283887.1	WP_011283887.1	WP_011283887.1	WP_011283887.1	WP_011283887.1	WP_160584751.1	WP_011283887.1	WP_011205916.1		WP_011283887.1	WP_011205916.1	WP_011205916.1
N3.HOG0000431	OG0000367	n0									WP_044284579.1	WP_014579574.1	WP_014579574.1	WP_044284579.1	WP_020835529.1	WP_044272298.1	WP_179695949.1	WP_044284579.1	WP_135618527.1	WP_146379476.1	WP_044284579.1	WP_233688622.1	WP_160600699.1	WP_044284579.1	WP_044284579.1	WP_146379476.1	WP_160607914.1	WP_160606505.1	WP_146379476.1	WP_044284579.1	WP_146379476.1	WP_044284579.1		WP_088764577.1	WP_243215961.1	WP_243215961.1
N3.HOG0000432	OG0000368	n0									WP_011205921.1	WP_011205921.1	WP_011205921.1	WP_011205921.1	WP_011205921.1	WP_011205921.1	WP_011205921.1	WP_011205921.1	WP_011205921.1	WP_011205921.1	WP_011205921.1	WP_160584747.1	WP_011205921.1	WP_258555899.1	WP_160584747.1	WP_011205921.1	WP_258555618.1	WP_011205921.1	WP_011205921.1	WP_160584747.1	WP_011205921.1	WP_011205921.1		WP_011205921.1	WP_011205921.1	WP_011205921.1
N3.HOG0000433	OG0000369	n0									WP_011205923.1	WP_044277957.1	WP_044277957.1	WP_011205923.1	WP_041361536.1	WP_011205923.1	WP_011205923.1	WP_011205923.1	WP_011205923.1	WP_011205923.1	WP_011205923.1	WP_011205923.1	WP_011205923.1	WP_011205923.1	WP_011205923.1	WP_011205923.1	WP_011205923.1	WP_011205923.1	WP_011205923.1	WP_011205923.1	WP_011205923.1	WP_011205923.1		WP_044277957.1	WP_011205923.1	WP_011205923.1
N3.HOG0000434	OG0000370	n0									WP_044284773.1	WP_014579577.1	WP_014579577.1	WP_044284773.1	WP_020835532.1	WP_020835532.1	WP_044284773.1	WP_014579577.1	WP_014579577.1	WP_146379477.1	WP_044284580.1	WP_233688623.1	WP_014579577.1	WP_146379477.1	WP_146379477.1	WP_014579577.1	WP_146379477.1	WP_014579577.1	WP_014579577.1	WP_044284773.1	WP_014579577.1	WP_044284773.1		WP_014579577.1	WP_014579577.1	WP_014579577.1
N3.HOG0000435	OG0000371	n0									WP_011206137.1	WP_016340183.1	WP_011283894.1	WP_011206137.1	WP_011289993.1	WP_011289993.1	WP_179695950.1	WP_179221004.1	WP_011283894.1	WP_146379478.1	WP_011283894.1	WP_011283894.1	WP_011283894.1	WP_160615515.1	WP_146379478.1	WP_160585530.1	WP_160584745.1	WP_011283894.1	WP_160588019.1	WP_160584745.1	WP_160588019.1	WP_011206137.1		WP_252862126.1	WP_011289993.1	WP_011289993.1
N3.HOG0000436	OG0000372	n0									WP_011206135.1	WP_016340185.1	WP_011206135.1	WP_011206135.1	WP_011206135.1	WP_011206135.1	WP_179695952.1	WP_179221005.1	WP_011206135.1	WP_011206135.1	WP_011283896.1	WP_179695952.1	WP_160601215.1	WP_011283896.1	WP_160590007.1	WP_160585807.1	WP_011206135.1	WP_011206135.1	WP_160588017.1	WP_011206135.1	WP_160588017.1	WP_011206135.1		WP_011206135.1	WP_011206135.1	WP_011206135.1
N3.HOG0000437	OG0000373	n0									WP_011206134.1	WP_014579579.1	WP_014579579.1	WP_011206134.1	WP_011206134.1	WP_011206134.1	WP_179695953.1	WP_011206134.1	WP_014579579.1	WP_011206134.1	WP_011206134.1	WP_179695953.1	WP_011206134.1	WP_011206134.1	WP_011206134.1	WP_011206134.1	WP_160608050.1	WP_160606874.1	WP_160584741.1	WP_160584741.1	WP_160584741.1	WP_011206134.1		WP_014579579.1	WP_011206134.1	WP_011206134.1
N3.HOG0000438	OG0000374	n0									WP_011206509.1	WP_014580026.1	WP_014580026.1	WP_011206509.1	WP_041361713.1	WP_011290431.1	WP_179695861.1	WP_179221269.1	WP_135619156.1	WP_146379761.1	WP_011284379.1	WP_233688570.1	WP_160600804.1	WP_160590360.1	WP_160590360.1	WP_160585576.1	WP_160607751.1	WP_146379761.1	WP_146379761.1	WP_160584890.1	WP_146379761.1	WP_011206509.1		WP_088764580.1	WP_243215890.1	WP_243215890.1
N3.HOG0000439	OG0000375	n0									WP_011206505.1	WP_014580022.1	WP_014580022.1	WP_011206505.1	WP_020835916.1	WP_044272669.1	WP_179695859.1	WP_179221266.1	WP_011206505.1	WP_146379759.1	WP_044284732.1	WP_233688568.1	WP_160600753.1	WP_160615634.1	WP_160590356.1	WP_160585579.1	WP_020835916.1	WP_020835916.1	WP_160588154.1	WP_020835916.1	WP_160588154.1	WP_011206505.1		WP_252862128.1	WP_243215887.1	WP_243215887.1
N3.HOG0000440	OG0000376	n0									WP_011206504.1	WP_014580021.1	WP_014580021.1	WP_011206504.1	WP_020835915.1	WP_020835915.1	WP_179695858.1	WP_179221265.1	WP_135619152.1	WP_020835915.1	WP_044284731.1	WP_233688567.1	WP_160600751.1	WP_160615632.1	WP_160590354.1	WP_020835915.1	WP_020835915.1	WP_020835915.1	WP_160588152.1	WP_160584898.1	WP_160588152.1	WP_011206504.1		WP_014580021.1	WP_135619152.1	WP_135619152.1
N3.HOG0000441	OG0000377	n0									WP_011206503.1	WP_011284373.1	WP_011284373.1	WP_011206503.1	WP_011284373.1	WP_011284373.1	WP_011284373.1	WP_011284373.1	WP_011206503.1	WP_146379758.1	WP_011284373.1	WP_011284373.1	WP_011284373.1	WP_146379758.1	WP_146379758.1	WP_011284373.1	WP_011284373.1	WP_011284373.1	WP_160588150.1	WP_011284373.1	WP_160588150.1	WP_011206503.1		WP_011284373.1	WP_243215885.1	WP_243215885.1
N3.HOG0000442	OG0000378	n0									WP_011206502.1	WP_011206502.1	WP_011206502.1	WP_011206502.1	WP_011206502.1	WP_011206502.1	WP_011206502.1	WP_179221264.1	WP_011206502.1	WP_146379757.1	WP_011206502.1	WP_011206502.1	WP_011206502.1	WP_011206502.1	WP_011206502.1	WP_011206502.1	WP_011206502.1	WP_011206502.1	WP_011206502.1	WP_011206502.1	WP_011206502.1	WP_011206502.1		WP_011206502.1	WP_011206502.1	WP_011206502.1
N3.HOG0000443	OG0000379	n0									WP_173670098.1	WP_187286326.1	WP_014580019.1	WP_173670098.1	WP_020835913.1	WP_187145660.1	WP_258556512.1	WP_179221262.1	WP_228729166.1	WP_192894282.1	WP_044284730.1	WP_233688566.1	WP_220200832.1	WP_220191147.1	WP_220191147.1	WP_220191147.1	WP_220200614.1	WP_220200719.1	WP_160588175.1	WP_220190660.1	WP_160588175.1	WP_173670098.1		WP_252862133.1	WP_243215880.1	WP_243234999.1
N3.HOG0000444	OG0000380	n0									WP_044284809.1	WP_014580018.1	WP_014580018.1	WP_044284809.1	WP_011290423.1	WP_011290423.1	WP_179695856.1	WP_179221261.1	WP_135619148.1	WP_011290423.1	WP_011284370.1	WP_233688565.1	WP_160600745.1	WP_160590207.1	WP_160590207.1	WP_011290423.1	WP_011290423.1	WP_094521521.1	WP_160588177.1	WP_160584902.1	WP_160588177.1	WP_044284809.1		WP_014580018.1	WP_243215879.1	WP_243215879.1
N3.HOG0000445	OG0000381	n0									WP_238374142.1	WP_233417356.1	WP_044278043.1	WP_238374142.1	WP_020835912.1	WP_228366117.1	WP_011290422.1	WP_240536623.1	WP_238374142.1	WP_225973001.1	WP_237697223.1	WP_011206497.1	WP_308704753.1	WP_308507031.1	WP_228366117.1	WP_308507002.1	WP_228366117.1	WP_228366117.1	WP_160588179.1	WP_228366117.1	WP_160588179.1	WP_011206497.1		WP_044278043.1	WP_238374142.1	WP_011206497.1
N3.HOG0000446	OG0000382	n0									WP_011206496.1	WP_011284368.1	WP_011284368.1	WP_011206496.1	WP_011290421.1	WP_011290421.1	WP_011290421.1	WP_011284368.1	WP_011290421.1	WP_011290421.1	WP_011284368.1	WP_011290421.1	WP_160600741.1	WP_160600741.1	WP_011290421.1	WP_011290421.1	WP_011290421.1	WP_160606755.1	WP_011290421.1	WP_011290421.1	WP_011290421.1	WP_011206496.1		WP_011284368.1	WP_243215878.1	WP_243234998.1
N3.HOG0000447	OG0000383	n0									WP_011206494.1	WP_011206494.1	WP_011206494.1	WP_011206494.1	WP_011206494.1	WP_011206494.1	WP_011206494.1	WP_179221259.1	WP_011206494.1	WP_011206494.1	WP_011206494.1	WP_233688563.1	WP_011206494.1	WP_011206494.1	WP_011206494.1	WP_011206494.1	WP_011206494.1	WP_011206494.1	WP_011206494.1	WP_011206494.1	WP_011206494.1	WP_011206494.1		WP_088764581.1	WP_011206494.1	WP_011206494.1
N3.HOG0000448	OG0000384	n0									WP_011206491.1	WP_014580014.1	WP_014580014.1	WP_011206491.1	WP_011290418.1	WP_011290418.1	WP_179695854.1	WP_014580014.1	WP_014580014.1	WP_011290418.1	WP_011284364.1	WP_233688561.1	WP_014580014.1	WP_011290418.1	WP_011290418.1	WP_011290418.1	WP_011290418.1	WP_258555459.1	WP_160588183.1	WP_011290418.1	WP_160588183.1	WP_011206491.1		WP_014580014.1	WP_243215875.1	WP_243215875.1
N3.HOG0000449	OG0000385	n0									WP_011206490.1	WP_014580013.1	WP_014580013.1	WP_011206490.1	WP_011206490.1	WP_011206490.1	WP_011206490.1	WP_135619140.1	WP_135619140.1	WP_094521520.1	WP_044284728.1	WP_011206490.1	WP_135619140.1	WP_011206490.1	WP_011206490.1	WP_094521520.1	WP_160607742.1	WP_011206490.1	WP_094521520.1	WP_094521520.1	WP_094521520.1	WP_011206490.1		WP_014580013.1	WP_044284728.1	WP_044284728.1
N3.HOG0000450	OG0000386	n0									WP_014580012.1	WP_014580012.1	WP_014580012.1	WP_014580012.1	WP_011290416.1	WP_011290416.1	WP_011290416.1	WP_014580012.1	WP_014580012.1	WP_014580012.1	WP_081430772.1	WP_011290416.1	WP_014580012.1	WP_011290416.1	WP_011290416.1	WP_014580012.1	WP_014580012.1	WP_081430772.1	WP_014580012.1	WP_014580012.1	WP_014580012.1	WP_014580012.1		WP_014580012.1	WP_081430772.1	WP_081430772.1
N3.HOG0000451	OG0000387	n0									WP_011206487.1	WP_011206487.1	WP_011206487.1	WP_011206487.1	WP_011206487.1	WP_011206487.1	WP_011206487.1	WP_011206487.1	WP_011206487.1	WP_011206487.1	WP_011206487.1	WP_233688560.1	WP_011206487.1	WP_011206487.1	WP_011206487.1	WP_160585583.1	WP_160607740.1	WP_011206487.1	WP_011206487.1	WP_011206487.1	WP_011206487.1	WP_011206487.1		WP_011206487.1	WP_011206487.1	WP_011206487.1
N3.HOG0000452	OG0000388	n0									WP_011206486.1	WP_014580010.1	WP_014580010.1	WP_011206486.1	WP_020835909.1	WP_044272665.1	WP_179695880.1	WP_179221256.1	WP_240536356.1	WP_146379750.1	WP_237697221.1	WP_011206486.1	WP_160600735.1	WP_160615626.1	WP_160590212.1	WP_160585584.1	WP_160607738.1	WP_160606749.1	WP_160588184.1	WP_160584906.1	WP_160588184.1	WP_011206486.1		WP_014580010.1	WP_243215874.1	WP_243215874.1
N3.HOG0000453	OG0000389	n0									WP_011206485.1	WP_014580009.1	WP_014580009.1	WP_011206485.1	WP_011206485.1	WP_044272663.1	WP_179695881.1	WP_044272663.1	WP_044272663.1	WP_014580009.1	WP_044272663.1	WP_044272663.1	WP_160584907.1	WP_014580009.1	WP_160590214.1	WP_014580009.1	WP_014580009.1	WP_044272663.1	WP_011206485.1	WP_160584907.1	WP_011206485.1	WP_011206485.1		WP_014580009.1	WP_243215873.1	WP_044272663.1
N3.HOG0000454	OG0000390	n0									WP_011206484.1	WP_014580008.1	WP_014580008.1	WP_011206484.1	WP_011206484.1	WP_011206484.1	WP_011206484.1	WP_179221255.1	WP_011206484.1	WP_011206484.1	WP_044284727.1	WP_011206484.1	WP_014580008.1	WP_011206484.1	WP_160590216.1	WP_160585585.1	WP_011206484.1	WP_160585585.1	WP_011206484.1	WP_011206484.1	WP_011206484.1	WP_011206484.1		WP_014580008.1	WP_011206484.1	WP_011206484.1
N3.HOG0000455	OG0000391	n0									WP_011206483.1	WP_014580007.1	WP_014580007.1	WP_011206483.1	WP_020835908.1	WP_011290413.1	WP_179695882.1	WP_179221254.1	WP_011290413.1	WP_011290413.1	WP_011206483.1	WP_011290413.1	WP_160600733.1	WP_160615625.1	WP_160584909.1	WP_160585586.1	WP_160585586.1	WP_160606747.1	WP_160584909.1	WP_160584909.1	WP_160584909.1	WP_011206483.1		WP_014580007.1	WP_243215870.1	WP_243215870.1
N3.HOG0000456	OG0000392	n0									WP_011206482.1	WP_016340251.1	WP_014580006.1	WP_011206482.1	WP_020835907.1	WP_044272660.1	WP_179695883.1	WP_179221253.1	WP_135619136.1	WP_146379749.1	WP_044284726.1	WP_233688559.1	WP_160600731.1	WP_160615623.1	WP_160590218.1	WP_160585587.1	WP_160607736.1	WP_160606745.1	WP_160588187.1	WP_160584911.1	WP_160588187.1	WP_011206482.1		WP_014580006.1	WP_243215868.1	WP_243215868.1
N3.HOG0000457	OG0000393	n0									WP_011206282.1	WP_014579875.1	WP_014579875.1	WP_011206282.1	WP_020835780.1	WP_044272526.1	WP_044284668.1	WP_179221154.1	WP_135618934.1	WP_146379652.1	WP_044284668.1	WP_334301383.1	WP_146379652.1	WP_160615969.1	WP_146379652.1	WP_160585702.1	WP_146379652.1	WP_160606821.1	WP_146379652.1	WP_044272526.1	WP_146379652.1	WP_011206282.1		WP_014579875.1	WP_146379652.1	WP_146379652.1
N3.HOG0000458	OG0000394	n0									WP_011206297.1	WP_011206297.1	WP_011206297.1	WP_011206297.1	WP_020835791.1	WP_011290278.1	WP_011206297.1	WP_179221161.1	WP_135618946.1	WP_146379659.1	WP_011284216.1	WP_011206297.1	WP_011206297.1	WP_160585766.1	WP_160590143.1	WP_160585766.1	WP_146379659.1	WP_011284216.1	WP_011284216.1	WP_160585011.1	WP_011284216.1	WP_011206297.1		WP_011206297.1	WP_243216240.1	WP_243216240.1
N3.HOG0000459	OG0000395	n0									WP_011206299.1	WP_011284218.1	WP_011284218.1	WP_011206299.1	WP_041361791.1	WP_011206299.1	WP_160585009.1	WP_179221163.1	WP_011284218.1	WP_146379661.1	WP_011284218.1	WP_233688472.1	WP_160600959.1	WP_160615882.1	WP_011206299.1	WP_160585765.1	WP_160585009.1	WP_011284218.1	WP_011206299.1	WP_160585009.1	WP_011206299.1	WP_011206299.1		WP_011284218.1	WP_160600959.1	WP_160600959.1
N3.HOG0000460	OG0000396	n0									WP_011206300.1	WP_014579889.1	WP_014579889.1	WP_011206300.1	WP_020835793.1	WP_020835793.1	WP_179695979.1	WP_179221164.1	WP_020835793.1	WP_020835793.1	WP_014579889.1	WP_233688473.1	WP_020835793.1	WP_160615884.1	WP_160590139.1	WP_160585764.1	WP_160608040.1	WP_160606443.1	WP_020835793.1	WP_160585008.1	WP_020835793.1	WP_011206300.1		WP_252862141.1	WP_243216242.1	WP_243216242.1
